era_order,era_name,birth_year_band,birth_year_start,birth_year_end,field,gender,nationality_region,nationality,count
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,南アジア,インド亜大陸圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,東アジア,日本,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,東アジア,明中国,3
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,東欧,ポーランド・東欧圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,西アジア,オスマン圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,西欧,イタリア諸邦,3
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,西欧,イベリア諸王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,西欧,イングランド,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,西欧,ドイツ圏,3
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,女性,西欧,フランス王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,南アジア,インド亜大陸圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,東アジア,日本,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,東アジア,明中国,3
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,東欧,ポーランド・東欧圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,西アジア,オスマン圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,西欧,イタリア諸邦,3
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,西欧,イベリア諸王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,西欧,イングランド,2
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,西欧,ドイツ圏,3
5,ルネサンス・初期近世,1400–1599,1400,1599,数学・幾何学,男性,西欧,フランス王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,ノンバイナリー／その他,北アフリカ,北アフリカ圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,北アフリカ,北アフリカ圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,南アジア,インド亜大陸圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,東アジア,日本,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,東アジア,明中国,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,西アジア,オスマン圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,西欧,イタリア諸邦,2
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,西欧,イベリア諸王国,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,西欧,イングランド,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,西欧,ドイツ圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,女性,西欧,フランス王国,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,南アジア,インド亜大陸圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,東アジア,日本,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,東アジア,明中国,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,西アジア,オスマン圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,西欧,イタリア諸邦,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,西欧,イベリア諸王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,西欧,イングランド,1
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,西欧,ドイツ圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,暦法・観測学,男性,西欧,フランス王国,1
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,ノンバイナリー／その他,東アジア,日本,1
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,ノンバイナリー／その他,東アジア,明中国,1
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,ノンバイナリー／その他,西アジア,オスマン圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,北アフリカ,北アフリカ圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,南アジア,インド亜大陸圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,東アジア,日本,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,東アジア,明中国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,西アジア,オスマン圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,西欧,イタリア諸邦,3
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,西欧,イベリア諸王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,西欧,イングランド,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,西欧,ドイツ圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,女性,西欧,フランス王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,南アジア,インド亜大陸圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,東アジア,日本,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,東アジア,明中国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,西アジア,オスマン圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,西欧,イタリア諸邦,3
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,西欧,イベリア諸王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,西欧,イングランド,2
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,西欧,ドイツ圏,3
5,ルネサンス・初期近世,1400–1599,1400,1599,物質論・錬金術・初期化学,男性,西欧,フランス王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,ノンバイナリー／その他,南アジア,インド亜大陸圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,ノンバイナリー／その他,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,ノンバイナリー／その他,東欧,ポーランド・東欧圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,北アフリカ,北アフリカ圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,南アジア,インド亜大陸圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,東アジア,日本,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,東アジア,明中国,3
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,東欧,ポーランド・東欧圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,西アジア,オスマン圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,西欧,イタリア諸邦,3
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,西欧,イベリア諸王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,西欧,イングランド,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,西欧,ドイツ圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,女性,西欧,フランス王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,南アジア,インド亜大陸圏,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,東アジア,日本,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,東アジア,明中国,3
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,東アジア,朝鮮,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,東欧,ポーランド・東欧圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,西アジア,オスマン圏,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,西欧,イタリア諸邦,3
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,西欧,イベリア諸王国,2
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,西欧,イングランド,1
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,西欧,ドイツ圏,3
5,ルネサンス・初期近世,1400–1599,1400,1599,自然哲学,男性,西欧,フランス王国,2
6,近世前期,1600–1699,1600,1699,光学,ノンバイナリー／その他,東アジア,明清中国,1
6,近世前期,1600–1699,1600,1699,光学,ノンバイナリー／その他,東欧,ポーランド・東欧,1
6,近世前期,1600–1699,1600,1699,光学,ノンバイナリー／その他,西欧,ドイツ圏,1
6,近世前期,1600–1699,1600,1699,光学,ノンバイナリー／その他,西欧,英国,1
6,近世前期,1600–1699,1600,1699,光学,女性,北アフリカ,北アフリカ,1
6,近世前期,1600–1699,1600,1699,光学,女性,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,光学,女性,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,光学,女性,東アジア,日本,2
6,近世前期,1600–1699,1600,1699,光学,女性,東アジア,明清中国,4
6,近世前期,1600–1699,1600,1699,光学,女性,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,光学,女性,東欧,ポーランド・東欧,1
6,近世前期,1600–1699,1600,1699,光学,女性,東欧,ロシア,1
6,近世前期,1600–1699,1600,1699,光学,女性,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,光学,女性,西アジア,ペルシア,1
6,近世前期,1600–1699,1600,1699,光学,女性,西欧,イタリア諸邦,2
6,近世前期,1600–1699,1600,1699,光学,女性,西欧,オランダ,3
6,近世前期,1600–1699,1600,1699,光学,女性,西欧,ドイツ圏,4
6,近世前期,1600–1699,1600,1699,光学,女性,西欧,フランス,3
6,近世前期,1600–1699,1600,1699,光学,女性,西欧,英国,4
6,近世前期,1600–1699,1600,1699,光学,男性,北アフリカ,北アフリカ,1
6,近世前期,1600–1699,1600,1699,光学,男性,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,光学,男性,南アジア,インド亜大陸,2
6,近世前期,1600–1699,1600,1699,光学,男性,東アジア,日本,2
6,近世前期,1600–1699,1600,1699,光学,男性,東アジア,明清中国,4
6,近世前期,1600–1699,1600,1699,光学,男性,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,光学,男性,東欧,ポーランド・東欧,2
6,近世前期,1600–1699,1600,1699,光学,男性,東欧,ロシア,1
6,近世前期,1600–1699,1600,1699,光学,男性,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,光学,男性,西アジア,ペルシア,1
6,近世前期,1600–1699,1600,1699,光学,男性,西欧,イタリア諸邦,2
6,近世前期,1600–1699,1600,1699,光学,男性,西欧,オランダ,2
6,近世前期,1600–1699,1600,1699,光学,男性,西欧,ドイツ圏,4
6,近世前期,1600–1699,1600,1699,光学,男性,西欧,フランス,3
6,近世前期,1600–1699,1600,1699,光学,男性,西欧,英国,4
6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,東アジア,明清中国,1
6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,西欧,イタリア諸邦,1
6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,西欧,オランダ,1
6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,西欧,ドイツ圏,1
6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,西欧,フランス,1
6,近世前期,1600–1699,1600,1699,力学,ノンバイナリー／その他,西欧,英国,1
6,近世前期,1600–1699,1600,1699,力学,女性,北アフリカ,北アフリカ,1
6,近世前期,1600–1699,1600,1699,力学,女性,北欧,スウェーデン,3
6,近世前期,1600–1699,1600,1699,力学,女性,南アジア,インド亜大陸,2
6,近世前期,1600–1699,1600,1699,力学,女性,東アジア,日本,4
6,近世前期,1600–1699,1600,1699,力学,女性,東アジア,明清中国,6
6,近世前期,1600–1699,1600,1699,力学,女性,東アジア,朝鮮,2
6,近世前期,1600–1699,1600,1699,力学,女性,東欧,ポーランド・東欧,2
6,近世前期,1600–1699,1600,1699,力学,女性,東欧,ロシア,2
6,近世前期,1600–1699,1600,1699,力学,女性,西アジア,オスマン圏,2
6,近世前期,1600–1699,1600,1699,力学,女性,西アジア,ペルシア,1
6,近世前期,1600–1699,1600,1699,力学,女性,西欧,イタリア諸邦,4
6,近世前期,1600–1699,1600,1699,力学,女性,西欧,オランダ,4
6,近世前期,1600–1699,1600,1699,力学,女性,西欧,ドイツ圏,7
6,近世前期,1600–1699,1600,1699,力学,女性,西欧,フランス,5
6,近世前期,1600–1699,1600,1699,力学,女性,西欧,英国,7
6,近世前期,1600–1699,1600,1699,力学,男性,北アフリカ,北アフリカ,2
6,近世前期,1600–1699,1600,1699,力学,男性,北欧,スウェーデン,2
6,近世前期,1600–1699,1600,1699,力学,男性,南アジア,インド亜大陸,2
6,近世前期,1600–1699,1600,1699,力学,男性,東アジア,日本,4
6,近世前期,1600–1699,1600,1699,力学,男性,東アジア,明清中国,6
6,近世前期,1600–1699,1600,1699,力学,男性,東アジア,朝鮮,2
6,近世前期,1600–1699,1600,1699,力学,男性,東欧,ポーランド・東欧,2
6,近世前期,1600–1699,1600,1699,力学,男性,東欧,ロシア,2
6,近世前期,1600–1699,1600,1699,力学,男性,西アジア,オスマン圏,2
6,近世前期,1600–1699,1600,1699,力学,男性,西アジア,ペルシア,2
6,近世前期,1600–1699,1600,1699,力学,男性,西欧,イタリア諸邦,4
6,近世前期,1600–1699,1600,1699,力学,男性,西欧,オランダ,4
6,近世前期,1600–1699,1600,1699,力学,男性,西欧,ドイツ圏,6
6,近世前期,1600–1699,1600,1699,力学,男性,西欧,フランス,5
6,近世前期,1600–1699,1600,1699,力学,男性,西欧,英国,6
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,ノンバイナリー／その他,東欧,ロシア,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,ノンバイナリー／その他,西欧,ドイツ圏,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,ノンバイナリー／その他,西欧,英国,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,北アフリカ,北アフリカ,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,東アジア,日本,2
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,東アジア,明清中国,3
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,東欧,ポーランド・東欧,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,東欧,ロシア,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,西アジア,ペルシア,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,西欧,イタリア諸邦,2
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,西欧,オランダ,2
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,西欧,ドイツ圏,3
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,西欧,フランス,3
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,女性,西欧,英国,3
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,北アフリカ,北アフリカ,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,東アジア,日本,2
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,東アジア,明清中国,3
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,東欧,ポーランド・東欧,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,東欧,ロシア,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,西アジア,ペルシア,1
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,西欧,イタリア諸邦,2
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,西欧,オランダ,2
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,西欧,ドイツ圏,3
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,西欧,フランス,3
6,近世前期,1600–1699,1600,1699,天文学・宇宙論,男性,西欧,英国,3
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,東アジア,日本,1
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,東アジア,明清中国,1
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,東欧,ポーランド・東欧,1
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,西欧,イタリア諸邦,1
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,西欧,オランダ,1
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,西欧,ドイツ圏,2
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,西欧,フランス,1
6,近世前期,1600–1699,1600,1699,実験自然学,ノンバイナリー／その他,西欧,英国,2
6,近世前期,1600–1699,1600,1699,実験自然学,女性,北アフリカ,北アフリカ,3
6,近世前期,1600–1699,1600,1699,実験自然学,女性,北欧,スウェーデン,4
6,近世前期,1600–1699,1600,1699,実験自然学,女性,南アジア,インド亜大陸,4
6,近世前期,1600–1699,1600,1699,実験自然学,女性,東アジア,日本,7
6,近世前期,1600–1699,1600,1699,実験自然学,女性,東アジア,明清中国,11
6,近世前期,1600–1699,1600,1699,実験自然学,女性,東アジア,朝鮮,3
6,近世前期,1600–1699,1600,1699,実験自然学,女性,東欧,ポーランド・東欧,4
6,近世前期,1600–1699,1600,1699,実験自然学,女性,東欧,ロシア,4
6,近世前期,1600–1699,1600,1699,実験自然学,女性,西アジア,オスマン圏,3
6,近世前期,1600–1699,1600,1699,実験自然学,女性,西アジア,ペルシア,3
6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,イタリア諸邦,7
6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,オランダ,8
6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,ドイツ圏,12
6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,フランス,9
6,近世前期,1600–1699,1600,1699,実験自然学,女性,西欧,英国,12
6,近世前期,1600–1699,1600,1699,実験自然学,男性,北アフリカ,北アフリカ,2
6,近世前期,1600–1699,1600,1699,実験自然学,男性,北欧,スウェーデン,4
6,近世前期,1600–1699,1600,1699,実験自然学,男性,南アジア,インド亜大陸,4
6,近世前期,1600–1699,1600,1699,実験自然学,男性,東アジア,日本,7
6,近世前期,1600–1699,1600,1699,実験自然学,男性,東アジア,明清中国,11
6,近世前期,1600–1699,1600,1699,実験自然学,男性,東アジア,朝鮮,4
6,近世前期,1600–1699,1600,1699,実験自然学,男性,東欧,ポーランド・東欧,4
6,近世前期,1600–1699,1600,1699,実験自然学,男性,東欧,ロシア,3
6,近世前期,1600–1699,1600,1699,実験自然学,男性,西アジア,オスマン圏,4
6,近世前期,1600–1699,1600,1699,実験自然学,男性,西アジア,ペルシア,2
6,近世前期,1600–1699,1600,1699,実験自然学,男性,西欧,イタリア諸邦,7
6,近世前期,1600–1699,1600,1699,実験自然学,男性,西欧,オランダ,8
6,近世前期,1600–1699,1600,1699,実験自然学,男性,西欧,ドイツ圏,12
6,近世前期,1600–1699,1600,1699,実験自然学,男性,西欧,フランス,10
6,近世前期,1600–1699,1600,1699,実験自然学,男性,西欧,英国,12
6,近世前期,1600–1699,1600,1699,数学・幾何学,ノンバイナリー／その他,東アジア,明清中国,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,ノンバイナリー／その他,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,東アジア,日本,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,東アジア,明清中国,2
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,東欧,ポーランド・東欧,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,東欧,ロシア,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,西欧,イタリア諸邦,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,西欧,オランダ,2
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,西欧,ドイツ圏,3
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,西欧,フランス,2
6,近世前期,1600–1699,1600,1699,数学・幾何学,女性,西欧,英国,2
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,東アジア,日本,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,東アジア,明清中国,2
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,東欧,ポーランド・東欧,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,東欧,ロシア,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,西欧,イタリア諸邦,1
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,西欧,オランダ,2
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,西欧,ドイツ圏,2
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,西欧,フランス,2
6,近世前期,1600–1699,1600,1699,数学・幾何学,男性,西欧,英国,3
6,近世前期,1600–1699,1600,1699,暦法・観測学,ノンバイナリー／その他,北アフリカ,北アフリカ,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,東アジア,日本,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,東アジア,明清中国,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,西欧,イタリア諸邦,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,西欧,オランダ,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,西欧,ドイツ圏,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,西欧,フランス,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,女性,西欧,英国,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,北アフリカ,北アフリカ,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,東アジア,日本,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,東アジア,明清中国,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,西アジア,ペルシア,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,西欧,イタリア諸邦,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,西欧,オランダ,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,西欧,ドイツ圏,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,西欧,フランス,1
6,近世前期,1600–1699,1600,1699,暦法・観測学,男性,西欧,英国,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,ノンバイナリー／その他,東アジア,日本,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,ノンバイナリー／その他,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,東アジア,日本,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,東アジア,明清中国,2
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,東アジア,朝鮮,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,東欧,ポーランド・東欧,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,東欧,ロシア,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,西アジア,オスマン圏,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,西欧,イタリア諸邦,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,西欧,オランダ,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,西欧,ドイツ圏,2
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,西欧,フランス,2
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,女性,西欧,英国,2
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,男性,北アフリカ,北アフリカ,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,男性,北欧,スウェーデン,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,男性,南アジア,インド亜大陸,1
6,近世前期,1600–1699,1600,1699,物質論・錬金術・初期化学,男性,東アジア,日本,1
