id,era_order,era_name,birth_year_band,birth_year_start,birth_year_end,field,gender,nationality_region,nationality
近世後期__実験自然学__スイス__0001,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,スイス
近世後期__実験自然学__スウェーデン__0001,7,近世後期,1700–1799,1700,1799,実験自然学,男性,北欧,スウェーデン
近世後期__実験自然学__スペイン__0001,7,近世後期,1700–1799,1700,1799,実験自然学,男性,西欧,スペイン
近世後期__実験自然学__スペイン__0002,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,スペイン
近世後期__実験自然学__スペイン__0003,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,スペイン
近世後期__実験自然学__ドイツ圏__0001,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,ドイツ圏
近世後期__実験自然学__ドイツ圏__0002,7,近世後期,1700–1799,1700,1799,実験自然学,男性,西欧,ドイツ圏
近世後期__実験自然学__ドイツ圏__0003,7,近世後期,1700–1799,1700,1799,実験自然学,男性,西欧,ドイツ圏
近世後期__実験自然学__ドイツ圏__0004,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,ドイツ圏
近世後期__実験自然学__ドイツ圏__0005,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,ドイツ圏
近世後期__実験自然学__フランス__0001,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,フランス
近世後期__実験自然学__フランス__0002,7,近世後期,1700–1799,1700,1799,実験自然学,男性,西欧,フランス
近世後期__実験自然学__フランス__0003,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,フランス
近世後期__実験自然学__ポーランド__0001,7,近世後期,1700–1799,1700,1799,実験自然学,男性,東欧,ポーランド
近世後期__実験自然学__ラテンアメリカ植民地圏__0001,7,近世後期,1700–1799,1700,1799,実験自然学,男性,中南米,ラテンアメリカ植民地圏
近世後期__実験自然学__ロシア__0001,7,近世後期,1700–1799,1700,1799,実験自然学,女性,東欧,ロシア
近世後期__実験自然学__中国__0001,7,近世後期,1700–1799,1700,1799,実験自然学,女性,東アジア,中国
近世後期__実験自然学__中国__0002,7,近世後期,1700–1799,1700,1799,実験自然学,女性,東アジア,中国
近世後期__実験自然学__日本__0001,7,近世後期,1700–1799,1700,1799,実験自然学,女性,東アジア,日本
近世後期__実験自然学__英国__0001,7,近世後期,1700–1799,1700,1799,実験自然学,男性,西欧,英国
近世後期__実験自然学__英国__0002,7,近世後期,1700–1799,1700,1799,実験自然学,ノンバイナリー／その他,西欧,英国
近世後期__実験自然学__英国__0003,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,英国
近世後期__実験自然学__英国__0004,7,近世後期,1700–1799,1700,1799,実験自然学,女性,西欧,英国
近世後期__数学・幾何学__オランダ__0001,7,近世後期,1700–1799,1700,1799,数学・幾何学,男性,西欧,オランダ
近世後期__数学・幾何学__ドイツ圏__0001,7,近世後期,1700–1799,1700,1799,数学・幾何学,女性,西欧,ドイツ圏
近世後期__数学・幾何学__フランス__0001,7,近世後期,1700–1799,1700,1799,数学・幾何学,男性,西欧,フランス
近世後期__数学・幾何学__英国__0001,7,近世後期,1700–1799,1700,1799,数学・幾何学,男性,西欧,英国
近世後期__暦法・観測学__イタリア諸邦__0001,7,近世後期,1700–1799,1700,1799,暦法・観測学,男性,西欧,イタリア諸邦
近世後期__暦法・観測学__オーストリア・ハプスブルク圏__0001,7,近世後期,1700–1799,1700,1799,暦法・観測学,女性,東欧,オーストリア・ハプスブルク圏
近世後期__暦法・観測学__ドイツ圏__0001,7,近世後期,1700–1799,1700,1799,暦法・観測学,男性,西欧,ドイツ圏
近世後期__暦法・観測学__英国__0001,7,近世後期,1700–1799,1700,1799,暦法・観測学,男性,西欧,英国
近世後期__物質論・錬金術・初期化学__オーストリア・ハプスブルク圏__0001,7,近世後期,1700–1799,1700,1799,物質論・錬金術・初期化学,男性,東欧,オーストリア・ハプスブルク圏
近世後期__物質論・錬金術・初期化学__スイス__0001,7,近世後期,1700–1799,1700,1799,物質論・錬金術・初期化学,女性,西欧,スイス
近世後期__物質論・錬金術・初期化学__スイス__0002,7,近世後期,1700–1799,1700,1799,物質論・錬金術・初期化学,男性,西欧,スイス
近世後期__自然哲学__オーストリア・ハプスブルク圏__0001,7,近世後期,1700–1799,1700,1799,自然哲学,男性,東欧,オーストリア・ハプスブルク圏
近世後期__自然哲学__ポーランド__0001,7,近世後期,1700–1799,1700,1799,自然哲学,男性,東欧,ポーランド
近世後期__自然哲学__ラテンアメリカ植民地圏__0001,7,近世後期,1700–1799,1700,1799,自然哲学,ノンバイナリー／その他,中南米,ラテンアメリカ植民地圏
近世後期__自然哲学__英国__0001,7,近世後期,1700–1799,1700,1799,自然哲学,女性,西欧,英国
近代前期__凝縮系物理__イタリア__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,南欧,イタリア
近代前期__凝縮系物理__インド__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,女性,南アジア,インド
近代前期__凝縮系物理__オスマン帝国__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,西アジア,オスマン帝国
近代前期__凝縮系物理__スペイン__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,南欧,スペイン
近代前期__凝縮系物理__ドイツ__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,ノンバイナリー／その他,西欧,ドイツ
近代前期__凝縮系物理__フランス__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,西欧,フランス
近代前期__凝縮系物理__フランス__0002,8,近代前期,1800–1849,1800,1849,凝縮系物理,女性,西欧,フランス
近代前期__凝縮系物理__ロシア__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,東欧,ロシア
近代前期__凝縮系物理__中国__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,東アジア,中国
近代前期__凝縮系物理__中国__0002,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,東アジア,中国
近代前期__凝縮系物理__米国__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,北米,米国
近代前期__凝縮系物理__英国__0001,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,西欧,英国
近代前期__凝縮系物理__英国__0002,8,近代前期,1800–1849,1800,1849,凝縮系物理,男性,西欧,英国
近代前期__原子・分子・光物理__イタリア__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,男性,南欧,イタリア
近代前期__原子・分子・光物理__インド__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,男性,南アジア,インド
近代前期__原子・分子・光物理__オーストリア__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,女性,中欧,オーストリア
近代前期__原子・分子・光物理__スウェーデン__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,女性,北欧,スウェーデン
近代前期__原子・分子・光物理__フランス__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,男性,西欧,フランス
近代前期__原子・分子・光物理__ポーランド__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,男性,東欧,ポーランド
近代前期__原子・分子・光物理__ロシア__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,女性,東欧,ロシア
近代前期__原子・分子・光物理__日本__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,男性,東アジア,日本
近代前期__原子・分子・光物理__英国__0001,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,男性,西欧,英国
近代前期__原子・分子・光物理__英国__0002,8,近代前期,1800–1849,1800,1849,原子・分子・光物理,男性,西欧,英国
近代前期__地球惑星物理__フランス__0001,8,近代前期,1800–1849,1800,1849,地球惑星物理,男性,西欧,フランス
近代前期__地球惑星物理__ロシア__0001,8,近代前期,1800–1849,1800,1849,地球惑星物理,男性,東欧,ロシア
近代前期__地球惑星物理__英国__0001,8,近代前期,1800–1849,1800,1849,地球惑星物理,女性,西欧,英国
近代前期__宇宙物理・天体物理__イタリア__0001,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,女性,南欧,イタリア
近代前期__宇宙物理・天体物理__インド__0001,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,女性,南アジア,インド
近代前期__宇宙物理・天体物理__オスマン帝国__0001,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,女性,西アジア,オスマン帝国
近代前期__宇宙物理・天体物理__スウェーデン__0001,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,男性,北欧,スウェーデン
近代前期__宇宙物理・天体物理__ドイツ__0001,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,女性,西欧,ドイツ
近代前期__宇宙物理・天体物理__ドイツ__0002,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,男性,西欧,ドイツ
近代前期__宇宙物理・天体物理__メキシコ__0001,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,男性,中南米,メキシコ
近代前期__宇宙物理・天体物理__日本__0001,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,男性,東アジア,日本
近代前期__宇宙物理・天体物理__英国__0001,8,近代前期,1800–1849,1800,1849,宇宙物理・天体物理,男性,西欧,英国
近代前期__実験物理__インド__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,南アジア,インド
近代前期__実験物理__オランダ__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,西欧,オランダ
近代前期__実験物理__オーストリア__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,中欧,オーストリア
近代前期__実験物理__オーストリア__0002,8,近代前期,1800–1849,1800,1849,実験物理,女性,中欧,オーストリア
近代前期__実験物理__オーストリア__0003,8,近代前期,1800–1849,1800,1849,実験物理,女性,中欧,オーストリア
近代前期__実験物理__ドイツ__0001,8,近代前期,1800–1849,1800,1849,実験物理,女性,西欧,ドイツ
近代前期__実験物理__フランス__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,西欧,フランス
近代前期__実験物理__フランス__0002,8,近代前期,1800–1849,1800,1849,実験物理,女性,西欧,フランス
近代前期__実験物理__フランス__0003,8,近代前期,1800–1849,1800,1849,実験物理,男性,西欧,フランス
近代前期__実験物理__メキシコ__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,中南米,メキシコ
近代前期__実験物理__ロシア__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,東欧,ロシア
近代前期__実験物理__中国__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,東アジア,中国
近代前期__実験物理__米国__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,北米,米国
近代前期__実験物理__英国__0001,8,近代前期,1800–1849,1800,1849,実験物理,男性,西欧,英国
近代前期__実験物理__英国__0002,8,近代前期,1800–1849,1800,1849,実験物理,女性,西欧,英国
近代前期__実験物理__英国__0003,8,近代前期,1800–1849,1800,1849,実験物理,男性,西欧,英国
近代前期__材料物理__インド__0001,8,近代前期,1800–1849,1800,1849,材料物理,男性,南アジア,インド
近代前期__材料物理__オランダ__0001,8,近代前期,1800–1849,1800,1849,材料物理,女性,西欧,オランダ
近代前期__熱学・統計物理__インド__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,南アジア,インド
近代前期__熱学・統計物理__オランダ__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,西欧,オランダ
近代前期__熱学・統計物理__オランダ__0002,8,近代前期,1800–1849,1800,1849,熱学・統計物理,男性,西欧,オランダ
近代前期__熱学・統計物理__オーストリア__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,中欧,オーストリア
近代前期__熱学・統計物理__ギリシャ__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,南欧,ギリシャ
近代前期__熱学・統計物理__ドイツ__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,男性,西欧,ドイツ
近代前期__熱学・統計物理__ドイツ__0002,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,西欧,ドイツ
近代前期__熱学・統計物理__ドイツ__0003,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,西欧,ドイツ
近代前期__熱学・統計物理__ドイツ__0004,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,西欧,ドイツ
近代前期__熱学・統計物理__フランス__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,西欧,フランス
近代前期__熱学・統計物理__フランス__0002,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,西欧,フランス
近代前期__熱学・統計物理__フランス__0003,8,近代前期,1800–1849,1800,1849,熱学・統計物理,男性,西欧,フランス
近代前期__熱学・統計物理__ポーランド__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,東欧,ポーランド
近代前期__熱学・統計物理__ロシア__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,男性,東欧,ロシア
近代前期__熱学・統計物理__日本__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,東アジア,日本
近代前期__熱学・統計物理__日本__0002,8,近代前期,1800–1849,1800,1849,熱学・統計物理,ノンバイナリー／その他,東アジア,日本
近代前期__熱学・統計物理__米国__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,北米,米国
近代前期__熱学・統計物理__米国__0002,8,近代前期,1800–1849,1800,1849,熱学・統計物理,女性,北米,米国
近代前期__熱学・統計物理__米国__0003,8,近代前期,1800–1849,1800,1849,熱学・統計物理,男性,北米,米国
近代前期__熱学・統計物理__英国__0001,8,近代前期,1800–1849,1800,1849,熱学・統計物理,男性,西欧,英国
近代前期__理論物理__インド__0001,8,近代前期,1800–1849,1800,1849,理論物理,男性,南アジア,インド
近代前期__理論物理__スウェーデン__0001,8,近代前期,1800–1849,1800,1849,理論物理,女性,北欧,スウェーデン
近代前期__理論物理__スウェーデン__0002,8,近代前期,1800–1849,1800,1849,理論物理,男性,北欧,スウェーデン
近代前期__理論物理__フランス__0001,8,近代前期,1800–1849,1800,1849,理論物理,男性,西欧,フランス
近代前期__理論物理__フランス__0002,8,近代前期,1800–1849,1800,1849,理論物理,男性,西欧,フランス
近代前期__理論物理__フランス__0003,8,近代前期,1800–1849,1800,1849,理論物理,女性,西欧,フランス
近代前期__理論物理__ロシア__0001,8,近代前期,1800–1849,1800,1849,理論物理,女性,東欧,ロシア
近代前期__理論物理__朝鮮__0001,8,近代前期,1800–1849,1800,1849,理論物理,女性,東アジア,朝鮮
近代前期__理論物理__英国__0001,8,近代前期,1800–1849,1800,1849,理論物理,女性,西欧,英国
近代前期__生物物理__ドイツ__0001,8,近代前期,1800–1849,1800,1849,生物物理,男性,西欧,ドイツ
近代前期__電磁気学__イタリア__0001,8,近代前期,1800–1849,1800,1849,電磁気学,男性,南欧,イタリア
近代前期__電磁気学__イタリア__0002,8,近代前期,1800–1849,1800,1849,電磁気学,男性,南欧,イタリア
近代前期__電磁気学__オーストリア__0001,8,近代前期,1800–1849,1800,1849,電磁気学,男性,中欧,オーストリア
近代前期__電磁気学__ギリシャ__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,南欧,ギリシャ
近代前期__電磁気学__スペイン__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,南欧,スペイン
近代前期__電磁気学__ドイツ__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,西欧,ドイツ
近代前期__電磁気学__ドイツ__0002,8,近代前期,1800–1849,1800,1849,電磁気学,男性,西欧,ドイツ
近代前期__電磁気学__フランス__0001,8,近代前期,1800–1849,1800,1849,電磁気学,男性,西欧,フランス
近代前期__電磁気学__フランス__0002,8,近代前期,1800–1849,1800,1849,電磁気学,男性,西欧,フランス
近代前期__電磁気学__ポーランド__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,東欧,ポーランド
近代前期__電磁気学__ロシア__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,東欧,ロシア
近代前期__電磁気学__中国__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,東アジア,中国
近代前期__電磁気学__中国__0002,8,近代前期,1800–1849,1800,1849,電磁気学,女性,東アジア,中国
近代前期__電磁気学__日本__0001,8,近代前期,1800–1849,1800,1849,電磁気学,男性,東アジア,日本
近代前期__電磁気学__米国__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,北米,米国
近代前期__電磁気学__米国__0002,8,近代前期,1800–1849,1800,1849,電磁気学,男性,北米,米国
近代前期__電磁気学__英国__0001,8,近代前期,1800–1849,1800,1849,電磁気学,女性,西欧,英国
近代後期__プラズマ物理__アルゼンチン__0001,9,近代後期,1850–1899,1850,1899,プラズマ物理,男性,中南米,アルゼンチン
近代後期__プラズマ物理__インド__0001,9,近代後期,1850–1899,1850,1899,プラズマ物理,男性,南アジア,インド
近代後期__プラズマ物理__インド__0002,9,近代後期,1850–1899,1850,1899,プラズマ物理,女性,南アジア,インド
近代後期__凝縮系物理__オランダ__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,男性,西欧,オランダ
近代後期__凝縮系物理__オーストラリア__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,男性,オセアニア,オーストラリア
近代後期__凝縮系物理__スウェーデン__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,北欧,スウェーデン
近代後期__凝縮系物理__トルコ__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,西アジア,トルコ
近代後期__凝縮系物理__ドイツ__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,男性,西欧,ドイツ
近代後期__凝縮系物理__ドイツ__0002,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,西欧,ドイツ
近代後期__凝縮系物理__ドイツ__0003,9,近代後期,1850–1899,1850,1899,凝縮系物理,男性,西欧,ドイツ
近代後期__凝縮系物理__ドイツ__0004,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,西欧,ドイツ
近代後期__凝縮系物理__ロシア__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,東欧,ロシア
近代後期__凝縮系物理__ロシア__0002,9,近代後期,1850–1899,1850,1899,凝縮系物理,男性,東欧,ロシア
近代後期__凝縮系物理__ロシア__0003,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,東欧,ロシア
近代後期__凝縮系物理__日本__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,東アジア,日本
近代後期__凝縮系物理__朝鮮__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,男性,東アジア,朝鮮
近代後期__凝縮系物理__米国__0001,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,北米,米国
近代後期__凝縮系物理__米国__0002,9,近代後期,1850–1899,1850,1899,凝縮系物理,女性,北米,米国
近代後期__原子・分子・光物理__アルゼンチン__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,中南米,アルゼンチン
近代後期__原子・分子・光物理__イタリア__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,南欧,イタリア
近代後期__原子・分子・光物理__インド__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,南アジア,インド
近代後期__原子・分子・光物理__スイス__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,中欧,スイス
近代後期__原子・分子・光物理__スウェーデン__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,北欧,スウェーデン
近代後期__原子・分子・光物理__スペイン__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,南欧,スペイン
近代後期__原子・分子・光物理__チェコ__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,中欧,チェコ
近代後期__原子・分子・光物理__ドイツ__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,西欧,ドイツ
近代後期__原子・分子・光物理__ドイツ__0002,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,西欧,ドイツ
近代後期__原子・分子・光物理__ドイツ__0003,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,西欧,ドイツ
近代後期__原子・分子・光物理__ドイツ__0004,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,西欧,ドイツ
近代後期__原子・分子・光物理__ハンガリー__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,中欧,ハンガリー
近代後期__原子・分子・光物理__フランス__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,西欧,フランス
近代後期__原子・分子・光物理__フランス__0002,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,西欧,フランス
近代後期__原子・分子・光物理__ポーランド__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,東欧,ポーランド
近代後期__原子・分子・光物理__ロシア__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,東欧,ロシア
近代後期__原子・分子・光物理__中国__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,東アジア,中国
近代後期__原子・分子・光物理__日本__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,東アジア,日本
近代後期__原子・分子・光物理__日本__0002,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,東アジア,日本
近代後期__原子・分子・光物理__日本__0003,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,女性,東アジア,日本
近代後期__原子・分子・光物理__米国__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,北米,米国
近代後期__原子・分子・光物理__英国__0001,9,近代後期,1850–1899,1850,1899,原子・分子・光物理,男性,西欧,英国
近代後期__地球惑星物理__オランダ__0001,9,近代後期,1850–1899,1850,1899,地球惑星物理,女性,西欧,オランダ
近代後期__地球惑星物理__ドイツ__0001,9,近代後期,1850–1899,1850,1899,地球惑星物理,女性,西欧,ドイツ
近代後期__地球惑星物理__フランス__0001,9,近代後期,1850–1899,1850,1899,地球惑星物理,女性,西欧,フランス
近代後期__地球惑星物理__フランス__0002,9,近代後期,1850–1899,1850,1899,地球惑星物理,男性,西欧,フランス
近代後期__宇宙物理・天体物理__イタリア__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,女性,南欧,イタリア
近代後期__宇宙物理・天体物理__イタリア__0002,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,女性,南欧,イタリア
近代後期__宇宙物理・天体物理__イタリア__0003,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,男性,南欧,イタリア
近代後期__宇宙物理・天体物理__エジプト__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,女性,北アフリカ,エジプト
近代後期__宇宙物理・天体物理__オーストラリア__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,女性,オセアニア,オーストラリア
近代後期__宇宙物理・天体物理__ドイツ__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,男性,西欧,ドイツ
近代後期__宇宙物理・天体物理__フランス__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,男性,西欧,フランス
近代後期__宇宙物理・天体物理__フランス__0002,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,女性,西欧,フランス
近代後期__宇宙物理・天体物理__フランス__0003,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,女性,西欧,フランス
近代後期__宇宙物理・天体物理__メキシコ__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,男性,中南米,メキシコ
近代後期__宇宙物理・天体物理__ロシア__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,男性,東欧,ロシア
近代後期__宇宙物理・天体物理__中国__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,男性,東アジア,中国
近代後期__宇宙物理・天体物理__中国__0002,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,女性,東アジア,中国
近代後期__宇宙物理・天体物理__英国__0001,9,近代後期,1850–1899,1850,1899,宇宙物理・天体物理,男性,西欧,英国
近代後期__実験物理__イタリア__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,南欧,イタリア
近代後期__実験物理__インド__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,南アジア,インド
近代後期__実験物理__インド__0002,9,近代後期,1850–1899,1850,1899,実験物理,女性,南アジア,インド
近代後期__実験物理__オランダ__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,オランダ
近代後期__実験物理__オランダ__0002,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,オランダ
近代後期__実験物理__オランダ__0003,9,近代後期,1850–1899,1850,1899,実験物理,男性,西欧,オランダ
近代後期__実験物理__オーストラリア__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,オセアニア,オーストラリア
近代後期__実験物理__オーストリア__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,中欧,オーストリア
近代後期__実験物理__カナダ__0001,9,近代後期,1850–1899,1850,1899,実験物理,男性,北米,カナダ
近代後期__実験物理__ギリシャ__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,南欧,ギリシャ
近代後期__実験物理__スイス__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,中欧,スイス
近代後期__実験物理__スペイン__0001,9,近代後期,1850–1899,1850,1899,実験物理,男性,南欧,スペイン
近代後期__実験物理__ドイツ__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,ドイツ
近代後期__実験物理__ドイツ__0002,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,ドイツ
近代後期__実験物理__フランス__0001,9,近代後期,1850–1899,1850,1899,実験物理,男性,西欧,フランス
近代後期__実験物理__フランス__0002,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,フランス
近代後期__実験物理__フランス__0003,9,近代後期,1850–1899,1850,1899,実験物理,男性,西欧,フランス
近代後期__実験物理__ポーランド__0001,9,近代後期,1850–1899,1850,1899,実験物理,男性,東欧,ポーランド
近代後期__実験物理__メキシコ__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,中南米,メキシコ
近代後期__実験物理__メキシコ__0002,9,近代後期,1850–1899,1850,1899,実験物理,女性,中南米,メキシコ
近代後期__実験物理__ロシア__0001,9,近代後期,1850–1899,1850,1899,実験物理,男性,東欧,ロシア
近代後期__実験物理__中国__0001,9,近代後期,1850–1899,1850,1899,実験物理,男性,東アジア,中国
近代後期__実験物理__日本__0001,9,近代後期,1850–1899,1850,1899,実験物理,男性,東アジア,日本
近代後期__実験物理__日本__0002,9,近代後期,1850–1899,1850,1899,実験物理,男性,東アジア,日本
近代後期__実験物理__米国__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,北米,米国
近代後期__実験物理__米国__0002,9,近代後期,1850–1899,1850,1899,実験物理,女性,北米,米国
近代後期__実験物理__米国__0003,9,近代後期,1850–1899,1850,1899,実験物理,男性,北米,米国
近代後期__実験物理__米国__0004,9,近代後期,1850–1899,1850,1899,実験物理,男性,北米,米国
近代後期__実験物理__米国__0005,9,近代後期,1850–1899,1850,1899,実験物理,男性,北米,米国
近代後期__実験物理__英国__0001,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,英国
近代後期__実験物理__英国__0002,9,近代後期,1850–1899,1850,1899,実験物理,女性,西欧,英国
近代後期__実験物理__英国__0003,9,近代後期,1850–1899,1850,1899,実験物理,ノンバイナリー／その他,西欧,英国
近代後期__材料物理__イタリア__0001,9,近代後期,1850–1899,1850,1899,材料物理,男性,南欧,イタリア
近代後期__材料物理__インド__0001,9,近代後期,1850–1899,1850,1899,材料物理,女性,南アジア,インド
近代後期__材料物理__インド__0002,9,近代後期,1850–1899,1850,1899,材料物理,男性,南アジア,インド
近代後期__材料物理__エジプト__0001,9,近代後期,1850–1899,1850,1899,材料物理,男性,北アフリカ,エジプト
近代後期__材料物理__ドイツ__0001,9,近代後期,1850–1899,1850,1899,材料物理,男性,西欧,ドイツ
近代後期__熱学・統計物理__アルゼンチン__0001,9,近代後期,1850–1899,1850,1899,熱学・統計物理,男性,中南米,アルゼンチン
